Single Threaded,,,Multi-Threaded,,,
Number,Time to complete (ms),,Number,Time to complete (ms),,
5235,0.5378,,5235,0.5764,,0.933032616
5236,1.049,,5236,1.0632,,0.986644093
5237,0.5884,,5237,0.5707,,1.031014544
5238,0.5645,,5238,0.5645,,1
5239,2.2747,,5239,2.1782,,1.044302635
5240,0.564,,5240,0.554,,1.018050542
5241,0.6277,,5241,0.574,,1.093554007
5242,4.7993,,5242,0.6176,,7.770887306
5243,1.8136,,5243,1.0833,,1.67414382
5244,4.0457,,5244,1.0929,,3.701802544
5245,0.6058,,5245,0.5962,,1.016101979
5246,1.6568,,5246,1.6994,,0.974932329
5247,1.6474,,5247,1.2102,,1.361262601
5248,4.9562,,5248,0.5458,,9.08061561
5249,1.338,,5249,1.101,,1.215258856
5250,0.7389,,5250,0.6259,,1.180540022
5251,1.1516,,5251,1.1729,,0.981839884
5252,1.6254,,5252,1.5407,,1.054975011
5253,1.1981,,5253,1.0455,,1.145958871
5254,2.0639,,5254,1.5883,,1.299439652
5255,0.5701,,5255,0.5172,,1.102281516
5256,0.5681,,5256,0.5179,,1.096929909
5257,1.1128,,5257,1.0573,,1.052492197
5258,1.6269,,5258,1.0577,,1.538148813
5259,0.549,,5259,0.5522,,0.994204998
5260,0.6228,,5260,0.5772,,1.079002079
5261,0.658,,5261,0.5282,,1.24574025
5262,0.5518,,5262,0.5274,,1.046264695
5263,1.2774,,5263,1.0588,,1.206460144
5264,2.139,,5264,1.788,,1.196308725
5265,0.532,,5265,0.6031,,0.882109103
5266,0.5079,,5266,0.5666,,0.896399576
5267,1.0901,,5267,1.0646,,1.023952658
5268,0.7618,,5268,0.5586,,1.363766559
5269,0.9515,,5269,1.1351,,0.838252136
5270,1.3452,,5270,1.0624,,1.266189759
5271,1.5974,,5271,1.7456,,0.915100825
5272,0.6039,,5272,0.5684,,1.062456017
5273,0.5493,,5273,0.5268,,1.042710706
5274,0.5845,,5274,0.6297,,0.928219787
5275,0.543,,5275,0.5701,,0.95246448
5276,0.5801,,5276,0.5419,,1.070492711
5277,0.5348,,5277,0.6253,,0.855269471
5278,1.5716,,5278,1.6703,,0.940908819
5279,0.5736,,5279,0.5306,,1.081040332
5280,0.5647,,5280,0.6564,,0.860298598
5281,0.589,,5281,0.5726,,1.028641285
5282,2.1718,,5282,1.5484,,1.402609145
5283,0.6983,,5283,0.555,,1.258198198
5284,0.5657,,5284,1.0348,,0.546675686
5285,1.5207,,5285,1.2419,,1.224494726
5286,0.549,,5286,0.5877,,0.934150077
5287,1.6121,,5287,1.1326,,1.423362176
5288,0.5364,,5288,0.578,,0.928027682
5289,1.1383,,5289,1.1961,,0.951676281
5290,0.6496,,5290,0.5283,,1.229604391
5291,1.8145,,5291,1.6421,,1.104987516
5292,1.099,,5292,0.9336,,1.177163668
5293,0.9856,,5293,1.0646,,0.925793725
5294,0.5404,,5294,0.5706,,0.947073256
5295,0.6179,,5295,0.5202,,1.18781238
5296,0.6006,,5296,0.623,,0.964044944
5297,0.7122,,5297,0.5505,,1.29373297
5298,0.5955,,5298,0.535,,1.113084112
5299,1.2518,,5299,1.1096,,1.12815429
5300,0.5587,,5300,0.542,,1.030811808
5301,1.0745,,5301,1.006,,1.068091451
5302,1.5418,,5302,1.1488,,1.3420961
5303,0.6768,,5303,0.5484,,1.234135667
5304,1.0722,,5304,1.147,,0.934786399
5305,0.5369,,5305,0.5795,,0.926488352
5306,1.9961,,5306,1.738,,1.148504028
5307,3.105,,5307,1.2181,,2.549051802
5308,0.6462,,5308,0.6708,,0.96332737
5309,0.58,,5309,0.5373,,1.079471431
5310,0.7146,,5310,0.5318,,1.343738247
5311,1.0963,,5311,1.0515,,1.042605801
5312,0.5605,,5312,0.5782,,0.969387755
5313,1.334,,5313,1.1603,,1.149702663
5314,0.7057,,5314,0.563,,1.253463588
5315,0.5913,,5315,0.4761,,1.241965974
5316,0.5636,,5316,0.5507,,1.023424732
5317,2.0132,,5317,1.4781,,1.362018808
5318,0.5913,,5318,0.5392,,1.096624629
5319,0.545,,5319,0.5327,,1.023089919
5320,1.0035,,5320,1.1152,,0.899838594
5321,1.02,,5321,1.3462,,0.757688308
5322,0.5464,,5322,0.5679,,0.962141222
5323,0.5766,,5323,0.5483,,1.05161408
5324,1.0319,,5324,1.8096,,0.570236516
5325,0.5306,,5325,0.6159,,0.861503491
5326,0.582,,5326,0.5441,,1.069656313
5327,1.5988,,5327,1.7057,,0.937327783
5328,0.5142,,5328,0.5675,,0.906079295
5329,1.5941,,5329,1.6253,,0.980803544
5330,1.0465,,5330,1.2564,,0.832935371
5331,0.565,,5331,0.5392,,1.047848665
5332,1.6255,,5332,1.6434,,0.989107947
5333,0.543,,5333,0.5312,,1.022213855
5334,1.0873,,5334,1.2473,,0.871722922
5335,1.2467,,5335,1.069,,1.166230122
5336,1.0646,,5336,1.0826,,0.98337336
5337,0.5353,,5337,0.5436,,0.98473142
5338,1.0775,,5338,1.193,,0.903185247
5339,1.0387,,5339,1.0437,,0.995209351
5340,0.6548,,5340,0.5288,,1.23827534
5341,1.0983,,5341,1.0124,,1.084847886
5342,0.6345,,5342,0.55,,1.153636364
5343,2.2293,,5343,1.8111,,1.230909392
5344,0.5738,,5344,0.4908,,1.169111654
5345,0.6528,,5345,0.5695,,1.146268657
5346,0.5409,,5346,0.608,,0.889638158
5347,0.5989,,5347,0.5432,,1.102540501
5348,1.0544,,5348,1.0744,,0.981384959
5349,0.582,,5349,0.5811,,1.001548787
5350,0.5743,,5350,0.6015,,0.954779717
5351,0.696,,5351,0.5394,,1.290322581
5352,0.5898,,5352,0.5618,,1.049839801
5353,1.0155,,5353,1.0742,,0.945354683
5354,0.5073,,5354,0.5563,,0.91191803
5355,1.0712,,5355,0.9585,,1.117579551
5356,1.0669,,5356,1.1949,,0.892878065
5357,1.2189,,5357,1.0153,,1.200531863
5358,2.702,,5358,1.1697,,2.309994016
5359,1.0933,,5359,1.1,,0.993909091
5360,0.5969,,5360,0.5551,,1.075301747
5361,0.5575,,5361,0.7979,,0.698709111
5362,1.0651,,5362,1.0073,,1.057381118
5363,1.1117,,5363,0.9465,,1.174537771
5364,0.5513,,5364,0.6264,,0.880108557
5365,1.1575,,5365,1.3302,,0.870169899
5366,0.5468,,5366,0.5479,,0.997992334
5367,0.604,,5367,0.5578,,1.082825385
5368,1.1744,,5368,1.0755,,1.091957229
5369,1.6686,,5369,1.7927,,0.930774809
5370,0.5898,,5370,0.5778,,1.020768432
5371,1.51,,5371,1.1791,,1.280637775
5372,1.072,,5372,1.236,,0.867313916
5373,0.5772,,5373,0.5731,,1.007154074
5374,0.5519,,5374,0.5607,,0.984305333
5375,0.5596,,5375,0.6348,,0.881537492
5376,0.5236,,5376,0.5787,,0.904786591
5377,1.1363,,5377,1.0703,,1.061664954
5378,0.5443,,5378,0.6176,,0.881314767
5379,1.0543,,5379,0.9994,,1.05493296
5380,0.6005,,5380,0.6003,,1.000333167
5381,0.5501,,5381,0.5549,,0.991349793
5382,1.0176,,5382,1.0878,,0.935466078
5383,1.1463,,5383,1.2478,,0.918656836
5384,0.5355,,5384,0.5802,,0.922957601
5385,0.5502,,5385,0.5943,,0.925795053
5386,0.5104,,5386,0.5075,,1.005714286
5387,0.6003,,5387,0.5892,,1.018839104
5388,0.5754,,5388,0.5587,,1.029890818
5389,1.0999,,5389,1.0623,,1.035394898
5390,1.0993,,5390,1.1174,,0.983801682
5391,0.5515,,5391,0.6208,,0.888369845
5392,0.5423,,5392,0.5912,,0.917286874
5393,0.5618,,5393,0.5689,,0.987519775
5394,1.04,,5394,1.1069,,0.939560936
5395,1.5969,,5395,1.8314,,0.871955881
5396,1.1344,,5396,0.9524,,1.191096178
5397,1.0902,,5397,1.1099,,0.982250653
5398,0.555,,5398,0.5303,,1.046577409
5399,0.5343,,5399,0.5763,,0.927121291
5400,0.011,,5400,0.0071,,1.549295775
5401,1.0228,,5401,1.1451,,0.893197101
5402,1.8236,,5402,1.7453,,1.044863347
5403,0.5515,,5403,0.5362,,1.028534129
5404,1.639,,5404,1.6466,,0.995384429
5405,1.1094,,5405,1.6926,,0.655441333
5406,1.1386,,5406,1.1179,,1.018516862
5407,0.5838,,5407,0.5677,,1.028360049
5408,1.0133,,5408,1.1502,,0.880977221
5409,0.4995,,5409,0.5767,,0.866134905
5410,0.5579,,5410,0.5771,,0.966730203
5411,1.0978,,5411,1.0421,,1.053449765
5412,1.102,,5412,1.2654,,0.870870871
5413,0.5247,,5413,0.6145,,0.853864931
5414,0.5616,,5414,0.5258,,1.068086725
5415,1.0916,,5415,0.9904,,1.102180937
5416,0.5527,,5416,0.5641,,0.979790817
5417,0.58,,5417,0.5627,,1.030744624
5418,1.5777,,5418,1.555,,1.014598071
5419,0.6278,,5419,0.5989,,1.048255134
5420,0.5569,,5420,0.5271,,1.056535762
5421,1.1137,,5421,1.1014,,1.011167605
5422,0.5951,,5422,0.624,,0.953685897
5423,1.7507,,5423,1.6612,,1.053876716
5424,0.5326,,5424,0.568,,0.937676056
5425,1.0472,,5425,1.095,,0.956347032
5426,0.5211,,5426,0.724,,0.719751381
5427,0.5968,,5427,0.5254,,1.13589646
5428,1.0421,,5428,1.1848,,0.879557731
5429,1.1607,,5429,1.0695,,1.085273492
5430,0.5314,,5430,0.5766,,0.921609435
5431,0.5792,,5431,0.5744,,1.008356546
5432,2.1685,,5432,1.7693,,1.225625954
5433,0.5741,,5433,0.5524,,1.039283128
5434,1.7194,,5434,1.5232,,1.128807773
5435,0.5195,,5435,0.5386,,0.96453769
5436,0.5647,,5436,0.5655,,0.998585323
5437,0.5544,,5437,0.9563,,0.579734393
5438,0.5171,,5438,0.5734,,0.901813743
5439,1.1385,,5439,1.1971,,0.951048367
5440,0.5227,,5440,0.6202,,0.842792648
5441,0.5459,,5441,0.5395,,1.011862836
5442,0.5617,,5442,0.5626,,0.998400284
5443,0.5948,,5443,0.6053,,0.98265323
5444,0.5587,,5444,0.5858,,0.953738477
5445,0.5471,,5445,0.5941,,0.920888739
5446,1.8237,,5446,1.8777,,0.971241412
5447,1.6008,,5447,1.9286,,0.830032148
5448,0.5743,,5448,0.5704,,1.006837307
5449,0.5966,,5449,0.5889,,1.013075225
5450,0.5002,,5450,0.6032,,0.829244032
5451,1.1266,,5451,1.1023,,1.022044815
5452,1.0815,,5452,1.0338,,1.046140453
5453,1.5943,,5453,1.5329,,1.040054798
5454,0.5567,,5454,0.6153,,0.904761905
5455,0.5804,,5455,0.6762,,0.858325939
5456,1.0686,,5456,0.9955,,1.073430437
5457,1.1464,,5457,0.9972,,1.149618933
5458,0.5449,,5458,0.5707,,0.95479236
5459,1.1944,,5459,1.0631,,1.123506726
5460,1.0459,,5460,1.1086,,0.943442179
5461,1.7215,,5461,1.6916,,1.017675573
5462,0.5564,,5462,0.5708,,0.974772249
5463,0.6767,,5463,0.564,,1.199822695
5464,0.564,,5464,0.5976,,0.9437751
5465,0.584,,5465,0.5672,,1.029619182
5466,0.576,,5466,0.5775,,0.997402597
5467,1.1319,,5467,1.0422,,1.086067933
5468,0.5947,,5468,0.5778,,1.029248875
5469,0.5485,,5469,0.5393,,1.017059151
5470,0.5849,,5470,0.5689,,1.028124451
5471,0.5472,,5471,0.5494,,0.995995632
5472,0.878,,5472,0.5753,,1.526160264
5473,1.6914,,5473,1.6098,,1.050689527
5474,0.9932,,5474,1.1597,,0.856428387
5475,0.5333,,5475,0.5988,,0.890614562
5476,1.0721,,5476,1.0694,,1.00252478
5477,0.5158,,5477,0.459,,1.123747277
5478,1.0589,,5478,0.9955,,1.06368659
5479,0.5663,,5479,0.6257,,0.905066326
5480,0.5316,,5480,0.5854,,0.908097028
5481,1.9063,,5481,1.6689,,1.142249386
5482,0.5233,,5482,0.6191,,0.845259247
5483,0.5712,,5483,0.5673,,1.006874669
5484,0.5698,,5484,0.6215,,0.916814159
5485,0.5319,,5485,0.5233,,1.016434168
5486,1.2898,,5486,1.0653,,1.210738759
5487,1.7139,,5487,1.7423,,0.983699707
5488,1.1815,,5488,1.0548,,1.120117558
5489,1.0864,,5489,1.1477,,0.94658883
5490,0.5797,,5490,0.5509,,1.05227809
5491,1.4883,,5491,1.5588,,0.954772902
5492,0.553,,5492,0.589,,0.938879457
5493,0.5446,,5493,0.5763,,0.944993927
5494,0.9645,,5494,1.0074,,0.957415128
5495,1.0405,,5495,1.1902,,0.87422282
5496,0.549,,5496,0.5547,,0.989724175
5497,1.0807,,5497,1.0573,,1.022131845
5498,0.5554,,5498,0.5853,,0.948915086
5499,1.5906,,5499,1.5881,,1.001574208
5500,0.5326,,5500,0.578,,0.921453287
5501,0.5326,,5501,0.549,,0.970127505
5502,1.0875,,5502,1.024,,1.062011719
5503,0.5965,,5503,0.5477,,1.089099872
5504,0.5747,,5504,0.6004,,0.957195203
5505,0.5512,,5505,0.5647,,0.976093501
5506,0.5533,,5506,0.5542,,0.998376038
5507,0.5776,,5507,0.5602,,1.031060336
5508,0.5721,,5508,0.5199,,1.100403924
5509,1.9615,,5509,1.0344,,1.896268368
5510,1.1098,,5510,1.0233,,1.084530441
5511,0.9718,,5511,1.015,,0.957438424
5512,1.0645,,5512,1.0483,,1.015453592
5513,1.0218,,5513,1.1383,,0.897654397
5514,0.5336,,5514,0.5691,,0.937620805
5515,0.5643,,5515,0.5719,,0.986710963
5516,2.2018,,5516,2.2559,,0.976018441
5517,0.6174,,5517,0.5975,,1.033305439
5518,1.881,,5518,1.5159,,1.240847022
5519,0.5305,,5519,0.5274,,1.005877892
5520,0.567,,5520,0.543,,1.044198895
5521,0.5431,,5521,0.593,,0.915851602
5522,1.0491,,5522,1.2532,,0.837136929
5523,1.0742,,5523,1.0401,,1.032785309
5524,0.5637,,5524,0.6076,,0.927748519
5525,1.1443,,5525,1.0487,,1.091160484
5526,0.5642,,5526,0.5543,,1.017860364
5527,0.5491,,5527,0.5506,,0.997275699
5528,0.5151,,5528,0.5486,,0.938935472
5529,0.9755,,5529,1.0344,,0.943058778
5530,1.5779,,5530,1.704,,0.925997653
5531,0.5994,,5531,0.5058,,1.185053381
5532,0.5697,,5532,0.5055,,1.127002967
5533,1.2301,,5533,1.0606,,1.159815199
5534,0.6022,,5534,0.5876,,1.024846835
5535,0.561,,5535,0.5948,,0.943174176
5536,0.5604,,5536,0.5828,,0.961564859
5537,1.0408,,5537,1.1788,,0.882931795
5538,1.1792,,5538,1.0392,,1.134719015
5539,1.0759,,5539,1.0701,,1.005420054
5540,0.5185,,5540,0.5434,,0.954177402
5541,0.6206,,5541,0.5609,,1.106436085
5542,1.1847,,5542,1.1152,,1.06232066
5543,1.0663,,5543,1.0184,,1.047034564
5544,1.0399,,5544,1.0308,,1.008828095
5545,0.5494,,5545,0.5735,,0.957977332
5546,1.5103,,5546,1.1965,,1.262264939
5547,1.9669,,5547,1.5518,,1.267495811
5548,1.1185,,5548,1.1621,,0.962481714
5549,1.3595,,5549,1.116,,1.218189964
5550,0.5701,,5550,0.581,,0.981239243
5551,1.7298,,5551,1.5728,,1.099821974
5552,0.545,,5552,0.5812,,0.937715072
5553,0.56,,5553,0.5681,,0.985741947
5554,0.5979,,5554,0.6173,,0.968572817
5555,0.9609,,5555,0.9693,,0.991333952
5556,0.5405,,5556,0.5476,,0.987034332
5557,0.5563,,5557,0.621,,0.895813205
5558,1.5564,,5558,1.4927,,1.042674348
5559,1.1692,,5559,1.2232,,0.955853499
5560,0.5841,,5560,0.5677,,1.028888497
5561,1.5783,,5561,1.7695,,0.891946878
5562,0.5857,,5562,0.5795,,1.010698878
5563,0.584,,5563,0.5637,,1.036012063
5564,1.5269,,5564,1.8066,,0.845178789
5565,1.0923,,5565,1.1452,,0.953807195
5566,1.5815,,5566,1.7986,,0.879295007
5567,1.1656,,5567,1.1103,,1.049806359
5568,0.5769,,5568,0.6808,,0.847385429
5569,0.597,,5569,0.5868,,1.017382413
5570,0.583,,5570,0.5342,,1.091351554
5571,0.5974,,5571,0.5625,,1.062044444
5572,1.0985,,5572,1.105,,0.994117647
5573,0.5866,,5573,0.5561,,1.054846251
5574,0.5148,,5574,0.5266,,0.9775921
5575,0.5753,,5575,0.6181,,0.930755541
5576,1.0335,,5576,1.0317,,1.001744693
5577,1.704,,5577,1.5564,,1.094834233
5578,0.6164,,5578,0.529,,1.165217391
5579,1.6267,,5579,1.6147,,1.007431721
5580,0.5645,,5580,0.6181,,0.91328264
5581,0.57,,5581,0.5996,,0.950633756
5582,0.5714,,5582,0.5595,,1.02126899
5583,0.5939,,5583,0.6132,,0.968525766
5584,0.5476,,5584,0.561,,0.976114082
5585,0.6075,,5585,0.589,,1.031409168
5586,1.2807,,5586,1.011,,1.266765579
5587,1.1413,,5587,1.0158,,1.123547943
5588,1.2416,,5588,1.0867,,1.14254164
5589,0.5233,,5589,0.5086,,1.028902871
5590,1.7036,,5590,1.7737,,0.960478097
5591,0.5618,,5591,0.5388,,1.042687454
5592,0.5556,,5592,0.6137,,0.905328336
5593,1.6352,,5593,1.5881,,1.029658082
5594,0.5407,,5594,0.5732,,0.943300768
5595,0.5358,,5595,0.5626,,0.952364024
5596,0.5364,,5596,0.493,,1.088032454
5597,1.14,,5597,1.0589,,1.076588913
5598,0.5697,,5598,0.5248,,1.085556402
5599,1.0107,,5599,1.1144,,0.906945441
5600,0.5337,,5600,0.5917,,0.901977353
5601,0.564,,5601,0.5629,,1.001954166
5602,0.5732,,5602,0.5699,,1.00579049
5603,1.077,,5603,1.056,,1.019886364
5604,0.5657,,5604,0.8128,,0.695989173
5605,1.7544,,5605,1.6274,,1.078038589
5606,0.5788,,5606,0.5624,,1.02916074
5607,1.3174,,5607,1,,1.3174
5608,0.5877,,5608,0.5709,,1.02942722
5609,1.5944,,5609,1.1594,,1.375194066
5610,1.0688,,5610,1.0762,,0.993123955
5611,1.1523,,5611,1.0593,,1.087793826
5612,1.2828,,5612,1.1131,,1.152457102
5613,0.6259,,5613,0.6461,,0.96873549
5614,1.8417,,5614,1.9155,,0.9614722
5615,0.5151,,5615,0.5414,,0.951422239
5616,0.5856,,5616,0.5904,,0.991869919
5617,1.2135,,5617,1.0783,,1.125382547
5618,0.5785,,5618,0.5749,,1.006261959
5619,0.5687,,5619,0.5681,,1.001056152
5620,0.6087,,5620,0.5871,,1.036791007
5621,0.9809,,5621,1.0979,,0.893432917
5622,0.5934,,5622,0.5845,,1.015226689
5623,0.5178,,5623,0.512,,1.011328125
5624,1.162,,5624,1.1967,,0.971003593
5625,0.0071,,5625,0.0102,,0.696078431
5626,1.0993,,5626,1.1144,,0.986450108
5627,1.0577,,5627,1.0716,,0.987028742
5628,1.1567,,5628,1.0938,,1.057505943
5629,1.664,,5629,1.6573,,1.00404272
5630,0.5817,,5630,0.524,,1.110114504
5631,0.6719,,5631,0.5957,,1.127916737
5632,0.6576,,5632,0.5124,,1.283372365
5633,1.0797,,5633,1.2373,,0.872625879
5634,0.582,,5634,0.5444,,1.069066863
5635,2.15,,5635,2.2171,,0.96973524
5636,0.5691,,5636,0.5292,,1.075396825
5637,0.556,,5637,0.5444,,1.021307862
5638,0.5958,,5638,0.6237,,0.955266955
5639,0.6019,,5639,0.5992,,1.004506008
5640,0.5264,,5640,1.0108,,0.520775623
5641,0.5664,,5641,0.6206,,0.912665163
5642,1.1135,,5642,0.9916,,1.122932634
5643,1.113,,5643,1.1516,,0.966481417
5644,1.1955,,5644,1.0804,,1.106534617
5645,0.551,,5645,0.5776,,0.953947368
5646,0.5431,,5646,0.5574,,0.974345174
5647,0.5684,,5647,0.5733,,0.991452991
5648,0.5454,,5648,0.5758,,0.94720389
5649,1.0766,,5649,1.0983,,0.980242192
5650,0.5765,,5650,0.5797,,0.994479903
5651,0.5741,,5651,0.5493,,1.045148371
5652,0.6013,,5652,0.6165,,0.975344688
5653,0.5506,,5653,0.5354,,1.028389989
5654,1.144,,5654,1.0627,,1.076503246
5655,1.0662,,5655,1.1332,,0.940875397
5656,1.2932,,5656,1.1094,,1.16567514
5657,0.5405,,5657,0.5211,,1.037228939
5658,1.111,,5658,1.1194,,0.99249598
5659,0.5516,,5659,0.6204,,0.889103804
5660,0.5485,,5660,0.5467,,1.003292482
5661,1.0429,,5661,1.0368,,1.005883488
5662,1.049,,5662,1.0626,,0.987201205
5663,1.0644,,5663,1.2231,,0.870247731
5664,0.5425,,5664,0.5607,,0.967540574
5665,1.061,,5665,1.089,,0.974288338
5666,0.8917,,5666,0.5375,,1.658976744
5667,0.632,,5667,0.5796,,1.090407177
5668,1.2262,,5668,1.1303,,1.084844731
5669,0.5511,,5669,0.5638,,0.977474282
5670,0.5464,,5670,0.5118,,1.067604533
5671,1.1232,,5671,1.157,,0.970786517
5672,0.5701,,5672,0.558,,1.021684588
5673,1.8284,,5673,1.5145,,1.207263123
5674,0.5758,,5674,0.5365,,1.073252563
5675,0.5432,,5675,0.564,,0.963120567
5676,1.1285,,5676,1.0324,,1.093084076
5677,1.7286,,5677,1.7055,,1.013544415
5678,1.1527,,5678,1.167,,0.987746358
5679,0.5507,,5679,0.5637,,0.976938088
5680,0.5515,,5680,0.5535,,0.996386631
5681,1.0334,,5681,1.0729,,0.963183894
5682,0.5347,,5682,0.7555,,0.707743216
5683,0.5642,,5683,0.5175,,1.090241546
5684,1.1115,,5684,1.1187,,0.993563958
5685,0.5171,,5685,0.5215,,0.9915628
5686,0.5754,,5686,0.6545,,0.879144385
5687,2.1755,,5687,1.8095,,1.202265819
5688,0.5674,,5688,0.561,,1.0114082
5689,1.6534,,5689,0.5647,,2.927926333
5690,0.683,,5690,0.5608,,1.217902996
5691,1.2906,,5691,1.2479,,1.034217485
5692,0.5896,,5692,0.5747,,1.02592657
5693,0.592,,5693,0.5523,,1.071881224
5694,1.0649,,5694,1.1748,,0.906452162
5695,1.4688,,5695,1.0972,,1.338680277
5696,0.8386,,5696,0.5539,,1.513991695
5697,0.6373,,5697,0.5455,,1.168285976
5698,1.2389,,5698,1.029,,1.203984451
5699,1.723,,5699,1.0993,,1.567361048
5700,0.5589,,5700,0.516,,1.083139535
5701,0.5602,,5701,0.5518,,1.015222907
5702,0.5928,,5702,0.559,,1.060465116
5703,0.5526,,5703,0.5763,,0.958875586
5704,1.2721,,5704,1.0905,,1.166529115
5705,1.07,,5705,1.2527,,0.854155025
5706,0.5326,,5706,0.5553,,0.959121196
5707,1.5761,,5707,1.5107,,1.04329119
5708,0.5548,,5708,0.5697,,0.973845884
5709,1.0476,,5709,1.0562,,0.991857603
5710,0.5846,,5710,0.5224,,1.11906585
5711,0.5836,,5711,0.566,,1.031095406
5712,1.1343,,5712,1.0427,,1.087848854
5713,1.1286,,5713,1.0508,,1.074038828
5714,0.6743,,5714,0.5986,,1.126461744
5715,0.5685,,5715,0.5516,,1.030638144
5716,0.5621,,5716,0.6092,,0.922685489
5717,0.524,,5717,0.5382,,0.973615756
5718,0.5976,,5718,0.5643,,1.059011164
5719,1.0557,,5719,1.0323,,1.022667829
5720,1.0902,,5720,1.0864,,1.003497791
5721,0.5593,,5721,0.5645,,0.990788308
5722,0.6302,,5722,0.5445,,1.157392103
5723,1.0974,,5723,1.0029,,1.094226742
5724,0.5677,,5724,0.5312,,1.068712349
5725,0.5741,,5725,0.57,,1.007192982
5726,1.5003,,5726,1.5554,,0.964575029
5727,1.2515,,5727,1.1788,,1.061672888
5728,0.5627,,5728,0.5701,,0.987019821
5729,1.1025,,5729,1.2212,,0.902800524
5730,0.5529,,5730,0.54,,1.023888889
5731,1.0797,,5731,1.1309,,0.954726324
5732,0.5651,,5732,0.5735,,0.985353095
5733,1.231,,5733,1.0614,,1.159788958
5734,1.0338,,5734,1.0678,,0.968158831
5735,1.1371,,5735,1.2121,,0.938123917
5736,0.559,,5736,0.5785,,0.966292135
5737,0.5919,,5737,0.5383,,1.099572729
5738,1.622,,5738,1.6317,,0.99405528
5739,0.5847,,5739,0.5497,,1.063671093
5740,1.983,,5740,1.0721,,1.849640892
5741,0.562,,5741,0.565,,0.994690265
5742,1.1278,,5742,1.0354,,1.089240873
5743,0.5991,,5743,0.5138,,1.166017906
5744,0.5935,,5744,0.5221,,1.136755411
5745,0.5689,,5745,0.5326,,1.068156215
5746,1.0504,,5746,0.9983,,1.052188721
5747,1.4432,,5747,1.0534,,1.370039871
5748,1.7468,,5748,0.5275,,3.311469194
5749,0.7242,,5749,0.5645,,1.282905226
5750,0.5488,,5750,0.5183,,1.058846228
5751,0.5981,,5751,0.5671,,1.05466408
5752,0.6067,,5752,0.5847,,1.037626133
5753,1.2355,,5753,1.0835,,1.14028611
5754,1.2918,,5754,1.0105,,1.278377041
5755,0.5874,,5755,0.5852,,1.003759398
5756,0.6503,,5756,0.5509,,1.18043202
5757,2.1474,,5757,1.5808,,1.358426113
5758,0.616,,5758,0.5688,,1.082981716
5759,1.2178,,5759,1.0555,,1.153765988
5760,0.0188,,5760,0.012,,1.566666667
5761,2.9234,,5761,0.98,,2.983061224
5762,2.4185,,5762,1.8128,,1.334124007
5763,1.8912,,5763,1.0769,,1.756151918
5764,1.403,,5764,1.1009,,1.274411845
5765,0.9531,,5765,0.5733,,1.662480377
5766,1.398,,5766,1.0441,,1.338952208
5767,1.341,,5767,1.3408,,1.000149165
5768,1.0909,,5768,1.1109,,0.981996579
5769,0.6844,,5769,0.6406,,1.0683734
5770,0.587,,5770,0.5655,,1.038019452
5771,1.4035,,5771,1.1682,,1.20142099
5772,2.0294,,5772,1.1684,,1.736905169
5773,1.293,,5773,1.0898,,1.186456231
5774,0.5597,,5774,0.5673,,0.986603208
5775,1.2287,,5775,1.4821,,0.829026381
5776,1.3587,,5776,1.3908,,0.976919758
5777,1.2621,,5777,1.2366,,1.020621058
5778,0.6259,,5778,0.6126,,1.021710741
5779,0.8392,,5779,0.534,,1.571535581
5780,0.5878,,5780,0.5466,,1.075375046
5781,1.5087,,5781,1.0586,,1.425184206
5782,2.9494,,5782,1.7106,,1.724190343
5783,0.5623,,5783,0.5627,,0.999289142
5784,0.7844,,5784,0.5246,,1.495234464
5785,5.3846,,5785,1.5225,,3.536683087
5786,1.7321,,5786,1.1302,,1.532560609
5787,0.5232,,5787,0.5381,,0.97230998
5788,0.6164,,5788,0.6066,,1.016155621
5789,2.0987,,5789,2.2493,,0.933045836
5790,0.5319,,5790,0.5669,,0.938260716
5791,0.5995,,5791,0.547,,1.095978062
5792,0.5703,,5792,0.5572,,1.023510409
5793,0.5171,,5793,0.5214,,0.991752973
5794,0.5702,,5794,0.7306,,0.780454421
5795,1.011,,5795,1.0887,,0.928630477
5796,0.9966,,5796,1.0543,,0.945271744
5797,1.5467,,5797,3.029,,0.510630571
5798,1.0312,,5798,1.0267,,1.004382975
5799,0.5203,,5799,0.531,,0.979849341
5800,0.5863,,5800,0.5604,,1.046216988
5801,0.6269,,5801,0.5812,,1.07863042
5802,0.6072,,5802,0.6099,,0.995573045
5803,1.4737,,5803,1.8677,,0.78904535
5804,0.5453,,5804,0.5858,,0.930863776
5805,0.9044,,5805,0.5538,,1.633080534
5806,0.644,,5806,0.6486,,0.992907801
5807,0.5859,,5807,0.5186,,1.129772464
5808,0.538,,5808,0.5297,,1.015669247
5809,1.5185,,5809,1.6081,,0.944282072
5810,1.1763,,5810,1.0759,,1.093317223
5811,1.559,,5811,1.731,,0.900635471
5812,0.6065,,5812,0.6041,,1.003972852
5813,0.5279,,5813,0.5941,,0.888570948
5814,1.028,,5814,1.198,,0.858096828
5815,0.6148,,5815,0.5784,,1.062932227
5816,0.5691,,5816,0.5652,,1.006900212
5817,1.2252,,5817,1.1045,,1.109280217
5818,0.5826,,5818,0.5674,,1.026788861
5819,1.2568,,5819,1.052,,1.194676806
5820,0.6592,,5820,0.5554,,1.18689233
5821,0.5861,,5821,0.5435,,1.078380865
