Single Threaded,,,Multi-Threaded,,,
Number,Time to complete (ms),,Number,Time to complete (ms),,
13035,1.6152,,13035,1.0273,,1.572276842
13036,0.8511,,13036,0.5546,,1.534619546
13037,1.141,,13037,0.6014,,1.897239774
13038,3.3209,,13038,1.2529,,2.650570676
13039,2.7266,,13039,1.6946,,1.608993273
13040,0.6763,,13040,0.5539,,1.220978516
13041,2.523,,13041,1.0477,,2.408132099
13042,3.052,,13042,0.5544,,5.505050505
13043,3.0279,,13043,0.4951,,6.115734195
13044,1.2904,,13044,0.5575,,2.314618834
13045,0.602,,13045,0.5272,,1.141881639
13046,19.2102,,13046,1.0319,,18.61633879
13047,2.2017,,13047,0.5768,,3.817094313
13048,15.9782,,13048,1.2776,,12.50641828
13049,5.8766,,13049,0.56,,10.49392857
13050,10.8777,,13050,0.6406,,16.98048704
13051,10.4291,,13051,2.3155,,4.504038005
13052,3.2244,,13052,1.0896,,2.959251101
13053,4.2277,,13053,1.624,,2.603263547
13054,7.9012,,13054,1.678,,4.708700834
13055,1.9129,,13055,1.1608,,1.647915231
13056,5.4659,,13056,0.5172,,10.56825213
13057,3.7243,,13057,1.1217,,3.320228225
13058,13.1329,,13058,0.5773,,22.74883076
13059,0.7624,,13059,0.5542,,1.375676651
13060,2.9694,,13060,0.5102,,5.820070561
13061,25.4488,,13061,1.0874,,23.40334743
13062,7.5066,,13062,1.8769,,3.999467207
13063,5.1731,,13063,0.6218,,8.319556127
13064,32.9296,,13064,1.3702,,24.03269596
13065,14.9542,,13065,1.0745,,13.91735691
13066,9.9312,,13066,1.3299,,7.467629145
13067,5.5838,,13067,1.3932,,4.007895492
13068,1.0345,,13068,0.7128,,1.451318743
13069,4.5687,,13069,1.6581,,2.755382667
13070,1.0922,,13070,0.6863,,1.591432318
13071,2.3903,,13071,0.566,,4.223144876
13072,9.5369,,13072,1.1324,,8.421847404
13073,3.8033,,13073,1.0395,,3.658778259
13074,2.7348,,13074,0.5791,,4.722500432
13075,3.1051,,13075,0.5636,,5.509403833
13076,2.6037,,13076,1.0675,,2.439063232
13077,2.865,,13077,0.5081,,5.638653808
13078,5.0861,,13078,1.9132,,2.658425674
13079,12.8642,,13079,1.6403,,7.84258977
13080,2.0956,,13080,0.5537,,3.784720968
13081,3.8133,,13081,1.0991,,3.469475025
13082,12.5996,,13082,2.2212,,5.672429317
13083,9.7613,,13083,1.0989,,8.882791883
13084,17.7218,,13084,0.5796,,30.57591442
13085,0.903,,13085,0.8715,,1.036144578
13086,3.2102,,13086,0.5321,,6.033076489
13087,1.737,,13087,2.5934,,0.669777127
13088,2.4672,,13088,0.5539,,4.454233616
13089,1.0609,,13089,0.4536,,2.338844797
13090,1.9881,,13090,1.5534,,1.279837775
13091,6.4653,,13091,2.507,,2.578899083
13092,3.9712,,13092,0.5953,,6.670922224
13093,0.6519,,13093,1.3585,,0.479867501
13094,2.1816,,13094,0.5797,,3.763325858
13095,1.3695,,13095,0.753,,1.8187251
13096,0.6925,,13096,0.7108,,0.974254361
13097,5.45,,13097,1.1954,,4.559143383
13098,1.9453,,13098,1.1195,,1.737650737
13099,0.7898,,13099,0.6225,,1.26875502
13100,2.9126,,13100,0.8065,,3.611407316
13101,1.6109,,13101,1.1173,,1.441779289
13102,3.8461,,13102,0.5704,,6.742812062
13103,0.991,,13103,0.5708,,1.736159776
13104,3.3893,,13104,1.1854,,2.859203644
13105,1.0826,,13105,0.5975,,1.811882845
13106,1.0208,,13106,1.2533,,0.814489747
13107,1.6974,,13107,1.4232,,1.192664418
13108,2.1562,,13108,1.0644,,2.025742202
13109,0.9624,,13109,0.5374,,1.790844808
13110,2.5922,,13110,1.2134,,2.136311192
13111,5.9099,,13111,3.1842,,1.856007788
13112,1.5348,,13112,1.1471,,1.337982739
13113,1.9924,,13113,1.6842,,1.182994894
13114,2.7081,,13114,1.9212,,1.409587758
13115,3.2423,,13115,1.8661,,1.737473876
13116,0.6757,,13116,0.6415,,1.053312549
13117,1.6802,,13117,1.1497,,1.461424719
13118,5.7007,,13118,1.9389,,2.940172263
13119,1.1401,,13119,0.5707,,1.997722096
13120,0.9148,,13120,0.5455,,1.676993584
13121,0.9775,,13121,0.5824,,1.678399725
13122,0.0166,,13122,0.0163,,1.018404908
13123,3.6414,,13123,1.1687,,3.115769659
13124,2.7292,,13124,1.1328,,2.409251412
13125,2.4877,,13125,0.5267,,4.723182077
13126,0.88,,13126,0.5706,,1.542236243
13127,0.7793,,13127,0.572,,1.362412587
13128,0.9926,,13128,0.5325,,1.864037559
13129,1.3747,,13129,1.0629,,1.293348386
13130,5.2622,,13130,1.7787,,2.958452803
13131,0.7976,,13131,0.5075,,1.571625616
13132,2.2351,,13132,2.456,,0.910057003
13133,2.6079,,13133,1.2198,,2.137973438
13134,2.3914,,13134,1.5799,,1.513640104
13135,3.3604,,13135,2.6362,,1.274713603
13136,0.7199,,13136,0.529,,1.360869565
13137,2.1483,,13137,1.0889,,1.97290844
13138,2.2524,,13138,0.565,,3.986548673
13139,4.4712,,13139,2.3936,,1.867981283
13140,1.7881,,13140,0.6541,,2.733679865
13141,1.9147,,13141,1.0352,,1.849594281
13142,1.1828,,13142,1.4042,,0.842330152
13143,1.8569,,13143,1.1749,,1.580474934
13144,2.3191,,13144,1.5113,,1.534506716
13145,1.7251,,13145,1.0649,,1.619964316
13146,1.682,,13146,1.0944,,1.536915205
13147,0.7918,,13147,0.5269,,1.502751945
13148,2.8243,,13148,1.314,,2.149391172
13149,0.6151,,13149,0.5477,,1.123060069
13150,0.8211,,13150,0.6327,,1.297771456
13151,0.9938,,13151,0.571,,1.740455342
13152,0.737,,13152,0.5617,,1.312088303
13153,3.1181,,13153,1.6264,,1.917179046
13154,0.7205,,13154,0.5499,,1.310238225
13155,1.0351,,13155,0.5801,,1.784347526
13156,4.0584,,13156,1.6713,,2.428289356
13157,1.7207,,13157,1.0473,,1.642986728
13158,1.7034,,13158,1.0982,,1.551083591
13159,1.7007,,13159,0.5942,,2.86216762
13160,4.3949,,13160,1.8176,,2.41796875
13161,2.874,,13161,1.0766,,2.66951514
13162,0.6971,,13162,0.5477,,1.272777068
13163,1.261,,13163,0.5509,,2.288981666
13164,1.0426,,13164,0.5539,,1.882289222
13165,4.3729,,13165,0.5603,,7.804568981
13166,1.8857,,13166,1.0438,,1.80657214
13167,2.4847,,13167,1.1231,,2.21235865
13168,1.0938,,13168,0.5616,,1.947649573
13169,4.5462,,13169,1.5897,,2.859784865
13170,0.8052,,13170,0.5826,,1.38208033
13171,0.9439,,13171,0.5415,,1.74312096
13172,2.6708,,13172,1.2174,,2.193855758
13173,0.9376,,13173,0.5755,,1.629192007
13174,1.2959,,13174,1.0396,,1.24653713
13175,3.3499,,13175,1.0119,,3.310504991
13176,1.8261,,13176,0.5772,,3.163721414
13177,1.1331,,13177,0.5745,,1.97232376
13178,3.3481,,13178,1.0766,,3.109882965
13179,1.6896,,13179,1.31,,1.289770992
13180,2.1184,,13180,0.6177,,3.429496519
13181,2.3294,,13181,1.1953,,1.948799465
13182,2.5967,,13182,1.0926,,2.376624565
13183,0.8401,,13183,0.5736,,1.464609484
13184,3.5991,,13184,0.5649,,6.371216144
13185,0.7269,,13185,0.5841,,1.244478685
13186,2.6228,,13186,1.402,,1.870756063
13187,0.8948,,13187,0.5621,,1.591887564
13188,2.3874,,13188,1.0759,,2.218979459
13189,2.3105,,13189,1.6775,,1.377347243
13190,0.7039,,13190,0.9077,,0.775476479
13191,1.0951,,13191,1.0429,,1.050052738
13192,2.0469,,13192,1.6363,,1.250931981
13193,2.0423,,13193,2.2195,,0.920162199
13194,1.1223,,13194,1.3632,,0.823283451
13195,3.0537,,13195,3.2923,,0.927527868
13196,0.7881,,13196,1.3286,,0.593180792
13197,1.4949,,13197,1.8198,,0.821463897
13198,0.8063,,13198,1.2874,,0.626301072
13199,6.6188,,13199,2.2909,,2.889170195
13200,1.3013,,13200,0.5223,,2.491479992
13201,1.6793,,13201,1.0172,,1.650904444
13202,4.0973,,13202,2.2158,,1.849128983
13203,1.3424,,13203,0.5829,,2.302967919
13204,1.2115,,13204,0.6165,,1.96512571
13205,3.3193,,13205,1.622,,2.046424168
13206,3.1092,,13206,1.8264,,1.702365309
13207,1.6777,,13207,1.1464,,1.463450803
13208,8.3749,,13208,2.1207,,3.949120573
13209,7.2748,,13209,2.1189,,3.433290858
13210,1.3567,,13210,0.5736,,2.365237099
13211,1.5661,,13211,1.0966,,1.428141528
13212,0.8352,,13212,0.6375,,1.310117647
13213,4.1163,,13213,1.1023,,3.734282863
13214,1.3304,,13214,0.5639,,2.359283561
13215,1.4559,,13215,0.604,,2.410430464
13216,3.5088,,13216,1.071,,3.276190476
13217,0.6067,,13217,0.552,,1.099094203
13218,0.9557,,13218,0.5451,,1.753256283
13219,1.8907,,13219,0.5653,,3.34459579
13220,0.7672,,13220,0.5781,,1.327106037
13221,5.3515,,13221,2.6602,,2.01169085
13222,4.0833,,13222,1.0948,,3.729722324
13223,1.8281,,13223,1.0693,,1.709623118
13224,4.1077,,13224,1.1311,,3.63159756
13225,1.7669,,13225,0.5974,,2.957649816
13226,1.9928,,13226,1.1864,,1.679703304
13227,1.7727,,13227,0.6865,,2.582228696
13228,1.8487,,13228,0.571,,3.23765324
13229,1.0283,,13229,0.5451,,1.886442855
13230,3.1249,,13230,1.8583,,1.681590701
13231,3.5305,,13231,1.0543,,3.348667362
13232,1.0024,,13232,0.5454,,1.837917125
13233,5.6006,,13233,1.001,,5.595004995
13234,2.1122,,13234,1.1573,,1.82511017
13235,1.3089,,13235,0.5755,,2.274370113
13236,1.9,,13236,1.1038,,1.721326327
13237,2.0339,,13237,1.3699,,1.484706913
13238,2.9176,,13238,0.5435,,5.368169273
13239,1.0648,,13239,0.5841,,1.822975518
13240,1.1883,,13240,0.5219,,2.276872964
13241,0.8986,,13241,0.5847,,1.536856508
13242,0.8753,,13242,0.5892,,1.485573659
13243,3.8321,,13243,2.1413,,1.789613786
13244,1.9754,,13244,1.1888,,1.661675639
13245,2.1707,,13245,0.5262,,4.125237552
13246,2.7235,,13246,2.1276,,1.280080842
13247,5.5668,,13247,2.0864,,2.668136503
13248,1.1586,,13248,0.5261,,2.20224292
13249,1.3447,,13249,0.5603,,2.399964305
13250,0.8919,,13250,0.5229,,1.705679862
13251,3.0388,,13251,1.1223,,2.707653925
13252,1.2553,,13252,0.5437,,2.308810006
13253,3.7002,,13253,1.1631,,3.181325767
13254,1.0387,,13254,0.5116,,2.030297107
13255,2.3148,,13255,1.8136,,1.276356418
13256,0.5687,,13256,0.5719,,0.994404616
13257,0.6596,,13257,0.564,,1.169503546
13258,2.7412,,13258,2.3727,,1.155308299
13259,1.3633,,13259,0.5474,,2.490500548
13260,3.2271,,13260,1.1875,,2.717557895
13261,2.2495,,13261,1.0023,,2.244338023
13262,2.779,,13262,1.7245,,1.611481589
13263,0.8468,,13263,0.5755,,1.47141616
13264,0.6563,,13264,0.5208,,1.260176651
13265,2.7269,,13265,1.9721,,1.382739212
13266,1.8706,,13266,1.047,,1.786628462
13267,0.8724,,13267,0.6034,,1.445807093
13268,5.2188,,13268,1.0698,,4.878295008
13269,0.5227,,13269,0.5739,,0.910785851
13270,1.4646,,13270,0.5318,,2.754042873
13271,1.6639,,13271,1.3163,,1.264073539
13272,3.1435,,13272,1.5788,,1.991069166
13273,2.4676,,13273,1.0669,,2.31286906
13274,1.1415,,13274,0.5492,,2.078477786
13275,2.1699,,13275,0.5667,,3.829010058
13276,0.6739,,13276,0.5666,,1.189375221
13277,2.7092,,13277,1.5418,,1.757166948
13278,1.2748,,13278,0.7019,,1.816213136
13279,3.1162,,13279,1.4931,,2.087067176
13280,1.0306,,13280,0.5709,,1.805219828
13281,2.9039,,13281,1.6237,,1.788446142
13282,1.9176,,13282,1.122,,1.709090909
13283,5.5985,,13283,1.2073,,4.637206991
13284,1.2328,,13284,0.5405,,2.280851064
13285,2.3649,,13285,0.5871,,4.028104241
13286,6.4969,,13286,1.0141,,6.4065674
13287,1.8641,,13287,1.114,,1.673339318
13288,2.6049,,13288,1.082,,2.407486137
13289,4.004,,13289,1.1546,,3.46786766
13290,0.8007,,13290,0.5769,,1.387935517
13291,0.9707,,13291,0.5635,,1.722626442
13292,2.1413,,13292,0.5494,,3.897524572
13293,5.5101,,13293,1.5922,,3.460683331
13294,2.745,,13294,1.9866,,1.381757777
13295,1.0556,,13295,0.5979,,1.765512628
13296,1.6252,,13296,0.5611,,2.896453395
13297,1.2699,,13297,0.5542,,2.291411043
13298,4.1972,,13298,2.7767,,1.511578492
13299,2.7592,,13299,1.8721,,1.473852892
13300,4.0906,,13300,1.846,,2.215926327
13301,3.0104,,13301,5.42,,0.555424354
13302,1.048,,13302,0.5753,,1.821658265
13303,8.8457,,13303,1.1642,,7.598093111
13304,0.7289,,13304,0.5417,,1.345578734
13305,1.1404,,13305,0.6823,,1.67140554
13306,0.989,,13306,0.533,,1.855534709
13307,1.7177,,13307,1.1763,,1.460256737
13308,2.6911,,13308,0.5933,,4.535816619
13309,0.73,,13309,0.5967,,1.223395341
13310,7.2887,,13310,1.1255,,6.475966237
13311,2.591,,13311,1.2319,,2.103255134
13312,1.299,,13312,0.6991,,1.858103276
13313,1.0971,,13313,0.5875,,1.867404255
13314,4.4164,,13314,1.1321,,3.90106881
13315,1.2322,,13315,0.5781,,2.131465144
13316,1.2734,,13316,0.5648,,2.254603399
13317,2.3388,,13317,1.0553,,2.216241827
13318,1.2049,,13318,0.6243,,1.930001602
13319,3.8203,,13319,1.1212,,3.407331431
13320,0.8523,,13320,0.5719,,1.490295506
13321,2.4084,,13321,1.8063,,1.333333333
13322,0.6288,,13322,0.5758,,1.092045849
13323,0.8019,,13323,0.6481,,1.237309057
13324,1.2772,,13324,0.606,,2.107590759
13325,1.7194,,13325,1.0932,,1.572813758
13326,0.7769,,13326,0.6233,,1.24643029
13327,0.5333,,13327,0.5634,,0.94657437
13328,1.1831,,13328,1.0778,,1.097699017
13329,1.1816,,13329,0.5872,,2.01226158
13330,2.721,,13330,1.6531,,1.645998427
13331,1.5865,,13331,0.55,,2.884545455
13332,2.5683,,13332,1.0898,,2.356670949
13333,13.27,,13333,1.8404,,7.210389046
13334,1.9066,,13334,1.13,,1.687256637
13335,5.8835,,13335,1.1551,,5.093498398
13336,0.7837,,13336,0.5511,,1.422064961
13337,0.8095,,13337,0.651,,1.243471582
13338,1.5306,,13338,1.063,,1.439887112
13339,0.6158,,13339,0.5309,,1.159917122
13340,1.6829,,13340,1.1406,,1.475451517
13341,0.8342,,13341,0.6144,,1.357747396
13342,3.9321,,13342,1.6721,,2.351593804
13343,2.1338,,13343,1.195,,1.785606695
13344,0.8133,,13344,0.5484,,1.483041575
13345,4.6376,,13345,1.2893,,3.596990615
13346,1.1189,,13346,0.63,,1.776031746
13347,1.5476,,13347,0.6237,,2.481321148
13348,2.3514,,13348,1.2046,,1.952017267
13349,3.968,,13349,1.5904,,2.494969819
13350,1.8443,,13350,0.5622,,3.280505158
13351,2.0057,,13351,1.2599,,1.591951742
13352,1.268,,13352,0.5067,,2.502466943
13353,0.9964,,13353,0.5752,,1.732267038
13354,2.2984,,13354,1.062,,2.164218456
13355,1.413,,13355,0.5597,,2.524566732
13356,3.8495,,13356,1.0607,,3.629207127
13357,5.8781,,13357,1.5448,,3.805088037
13358,1.2522,,13358,0.5549,,2.256622815
13359,3.3235,,13359,1.5695,,2.117553361
13360,7.0857,,13360,0.5473,,12.94664718
13361,5.0848,,13361,1.5911,,3.195776507
13362,1.7546,,13362,1.1157,,1.572644976
13363,2.2326,,13363,1.1132,,2.005569529
13364,2.7478,,13364,1.169,,2.350556031
13365,0.799,,13365,0.5367,,1.488727408
13366,2.1013,,13366,1.1138,,1.886604417
13367,0.9432,,13367,0.5703,,1.653866386
13368,0.6956,,13368,0.5364,,1.296793438
13369,2.1885,,13369,1.0943,,1.999908617
13370,1.5253,,13370,1.6314,,0.934963835
13371,0.8755,,13371,0.5909,,1.481638179
13372,0.6577,,13372,0.5677,,1.158534437
13373,1.5892,,13373,1.0084,,1.57596192
13374,1.0394,,13374,0.5604,,1.85474661
13375,0.7397,,13375,0.5188,,1.425790285
13376,1.7165,,13376,1.0434,,1.645102549
13377,3.0538,,13377,1.6776,,1.820338579
13378,0.7515,,13378,0.5692,,1.320274069
13379,1.7705,,13379,1.0308,,1.717597982
13380,1.044,,13380,0.5468,,1.909290417
13381,0.9233,,13381,0.5137,,1.79735254
13382,1.0136,,13382,0.627,,1.616586922
13383,0.9052,,13383,0.5833,,1.551860106
13384,2.2488,,13384,1.116,,2.015053763
13385,2.0946,,13385,0.5354,,3.912215166
13386,5.5462,,13386,1.272,,4.360220126
13387,5.2889,,13387,1.256,,4.210907643
13388,1.8141,,13388,0.5394,,3.363181313
13389,1.1402,,13389,0.6178,,1.845581094
13390,4.9996,,13390,1.3279,,3.765042548
13391,2.8065,,13391,2.3349,,1.201978671
13392,0.6577,,13392,0.71,,0.926338028
13393,2.0275,,13393,1.2316,,1.646232543
13394,2.4959,,13394,1.4041,,1.777579944
13395,1.8854,,13395,1.5236,,1.237463901
13396,4.0206,,13396,1.6832,,2.388664449
13397,1.1119,,13397,1.0713,,1.037897881
13398,3.192,,13398,1.4938,,2.13683224
13399,0.9298,,13399,0.5883,,1.580486147
13400,1.8039,,13400,1.0432,,1.72919862
13401,0.8347,,13401,0.5618,,1.485760057
13402,1.0172,,13402,0.5768,,1.763522885
13403,2.9221,,13403,1.6053,,1.820282813
13404,1.896,,13404,0.5739,,3.303711448
13405,3.1508,,13405,1.2359,,2.5493972
13406,0.9726,,13406,0.6363,,1.528524281
13407,3.2828,,13407,1.3235,,2.480392898
13408,3.984,,13408,0.5746,,6.93351897
13409,3.5652,,13409,1.6864,,2.114089184
13410,2.5154,,13410,0.5968,,4.214812332
13411,2.5918,,13411,0.581,,4.460929432
13412,2.9797,,13412,1.6339,,1.823673419
13413,1.4092,,13413,1.2796,,1.101281651
13414,1.7962,,13414,1.1807,,1.521300923
13415,1.0097,,13415,0.5342,,1.890116061
13416,3.0264,,13416,1.7135,,1.766209513
13417,4.3771,,13417,0.5582,,7.841454676
13418,2.287,,13418,0.5558,,4.114789493
13419,2.835,,13419,1.0717,,2.64532985
13420,2.576,,13420,1.205,,2.137759336
13421,1.2096,,13421,0.6319,,1.914226935
13422,0.6906,,13422,0.5678,,1.216273336
13423,3.7463,,13423,1.7412,,2.151562141
13424,2.4554,,13424,0.5666,,4.333568655
13425,0.7883,,13425,0.5817,,1.355165893
13426,3.0375,,13426,1.6665,,1.822682268
13427,1.7875,,13427,1.0246,,1.744583252
13428,1.5904,,13428,0.5458,,2.913887871
13429,3.4553,,13429,1.5834,,2.182202855
13430,5.1755,,13430,1.1787,,4.390854331
13431,3.1958,,13431,1.6664,,1.917786846
13432,1.7684,,13432,1.1504,,1.537204451
13433,2.8197,,13433,1.914,,1.473197492
13434,3.0669,,13434,0.4933,,6.217109264
13435,0.6199,,13435,0.5562,,1.114527149
13436,1.6187,,13436,0.5711,,2.834354754
13437,0.6797,,13437,0.5497,,1.236492632
13438,0.925,,13438,0.801,,1.154806492
13439,3.4291,,13439,2.9498,,1.162485592
13440,0.7757,,13440,0.6132,,1.265003262
13441,4.8624,,13441,0.5779,,8.413912442
13442,5.1412,,13442,2.2146,,2.321502754
13443,1.3784,,13443,0.6208,,2.220360825
13444,0.7887,,13444,0.5886,,1.339959225
13445,0.6936,,13445,0.8293,,0.836368021
13446,0.7197,,13446,0.7021,,1.025067654
13447,1.7425,,13447,1.0564,,1.649469898
13448,0.6996,,13448,0.5859,,1.19406042
13449,0.7197,,13449,3.4253,,0.210112983
13450,0.8865,,13450,0.7336,,1.208424209
13451,1.3495,,13451,0.6227,,2.167175205
13452,4.1633,,13452,2.1851,,1.905313258
13453,2.0533,,13453,1.0438,,1.967139299
13454,2.0836,,13454,1.6175,,1.288160742
13455,2.3162,,13455,1.0996,,2.106402328
13456,0.7319,,13456,0.6071,,1.205567452
13457,0.8098,,13457,0.5989,,1.3521456
13458,1.3012,,13458,0.5579,,2.33231762
13459,2.4781,,13459,1.0596,,2.338712722
13460,0.942,,13460,0.6093,,1.546036435
13461,3.3665,,13461,1.549,,2.173337637
13462,1.6146,,13462,1.195,,1.351129707
13463,1.3475,,13463,0.5986,,2.251085867
13464,1.416,,13464,1.0518,,1.346263548
13465,2.891,,13465,0.5695,,5.076382792
13466,1.104,,13466,0.5574,,1.980624327
13467,1.1657,,13467,1.0493,,1.110931097
13468,3.177,,13468,1.1071,,2.869659471
13469,1.4596,,13469,0.5631,,2.59207956
13470,1.1923,,13470,0.5858,,2.035336292
13471,5.7029,,13471,1.6601,,3.435274983
13472,1.409,,13472,0.5767,,2.443211375
13473,1.1141,,13473,0.5234,,2.128582346
13474,0.7038,,13474,0.8402,,0.837657701
13475,3.0869,,13475,1.2,,2.572416667
13476,0.8761,,13476,0.5676,,1.543516561
13477,1.7455,,13477,0.5715,,3.05424322
13478,2.4623,,13478,1.2798,,1.923972496
13479,0.8449,,13479,0.5541,,1.524815015
13480,0.7565,,13480,0.5817,,1.300498539
13481,4.5224,,13481,2.8179,,1.604883069
13482,4.9531,,13482,1.0836,,4.570967147
13483,2.7045,,13483,1.1337,,2.385551733
13484,7.1454,,13484,0.5615,,12.72555654
13485,1.7873,,13485,1.1731,,1.523570028
13486,1.6221,,13486,1.1399,,1.423019563
13487,2.4208,,13487,0.6076,,3.984200132
13488,2.4607,,13488,4.211,,0.584350511
13489,2.7456,,13489,2.1949,,1.250899813
13490,2.2146,,13490,1.1463,,1.931954986
13491,0.886,,13491,0.5503,,1.610030892
13492,1.5144,,13492,0.5841,,2.592706728
13493,2.7352,,13493,1.5781,,1.733223497
13494,3.096,,13494,1.0546,,2.935710222
13495,0.6131,,13495,0.5597,,1.095408254
13496,2.0863,,13496,1.1104,,1.878872478
13497,2.2665,,13497,1.4544,,1.558374587
13498,2.1226,,13498,1.178,,1.801867572
13499,0.6258,,13499,0.5883,,1.063742988
13500,0.0103,,13500,0.0075,,1.373333333
13501,1.7516,,13501,1.1021,,1.589329462
13502,2.0506,,13502,1.049,,1.954814109
13503,4.8805,,13503,2.1501,,2.269894424
13504,2.8974,,13504,0.5488,,5.27951895
13505,3.5729,,13505,1.6619,,2.149888682
13506,3.8863,,13506,0.5302,,7.329875519
13507,4.6154,,13507,1.0787,,4.278668768
13508,6.3989,,13508,1.1926,,5.365503941
13509,3.1002,,13509,1.0486,,2.956513447
13510,3.9596,,13510,1.624,,2.43817734
13511,4.0835,,13511,1.119,,3.649240393
13512,1.0537,,13512,0.6415,,1.642556508
13513,3.1066,,13513,0.5628,,5.519900498
13514,2.2341,,13514,1.0347,,2.159176573
13515,17.1072,,13515,1.2248,,13.96734161
13516,4.8062,,13516,1.1704,,4.10645933
13517,6.8976,,13517,1.5233,,4.528064071
13518,3.1572,,13518,0.7391,,4.271681775
13519,4.1776,,13519,1.0381,,4.024275118
13520,5.9762,,13520,1.1236,,5.318796725
13521,3.6701,,13521,0.5267,,6.968103285
13522,6.9942,,13522,0.5965,,11.72539816
13523,9.0896,,13523,0.5921,,15.3514609
13524,6.6229,,13524,2.3278,,2.845132743
13525,1.3841,,13525,0.5694,,2.430804355
13526,0.87,,13526,0.5796,,1.501035197
13527,2.2838,,13527,0.5501,,4.151608798
13528,5.7232,,13528,1.1837,,4.83500887
13529,1.8453,,13529,1.2285,,1.502075702
13530,1.9919,,13530,1.0768,,1.849832838
13531,3.1863,,13531,1.7756,,1.794492003
13532,1.4574,,13532,1.1383,,1.280330317
13533,2.6008,,13533,1.691,,1.538024837
13534,3.0374,,13534,1.0893,,2.788396218
13535,1.2384,,13535,0.6257,,1.97922327
13536,0.9117,,13536,0.5841,,1.560862866
13537,0.9337,,13537,0.6006,,1.554612055
13538,6.2371,,13538,1.6449,,3.791780655
13539,1.9399,,13539,0.7213,,2.689449605
13540,1.7813,,13540,0.5781,,3.081300813
13541,5.733,,13541,1.0984,,5.219410051
13542,1.9667,,13542,1.0454,,1.881289459
13543,2.2417,,13543,1.0758,,2.083751627
13544,0.9145,,13544,0.4808,,1.90203827
13545,4.2671,,13545,1.6632,,2.565596441
13546,2.4461,,13546,1.657,,1.476222088
13547,1.1722,,13547,1.2261,,0.956039475
13548,0.9954,,13548,0.5631,,1.767714438
13549,2.0729,,13549,1.2834,,1.615162849
13550,0.8917,,13550,0.629,,1.417647059
13551,4.3001,,13551,0.5556,,7.739560835
13552,3.0954,,13552,1.6768,,1.846016221
13553,1.2716,,13553,0.4652,,2.733447979
13554,4.1667,,13554,0.506,,8.23458498
13555,0.8992,,13555,0.5505,,1.63342416
13556,0.9391,,13556,0.5677,,1.654218778
13557,0.8843,,13557,0.597,,1.481239531
13558,0.7099,,13558,0.5801,,1.223754525
13559,5.6761,,13559,1.1939,,4.754250775
13560,4.3814,,13560,0.5664,,7.735522599
13561,4.7841,,13561,1.1573,,4.133846021
13562,0.8908,,13562,0.6104,,1.459370904
13563,3.5028,,13563,1.1351,,3.085895516
13564,4.6036,,13564,0.5921,,7.775038
13565,1.0933,,13565,0.5535,,1.975248419
13566,1.3202,,13566,1.1574,,1.1406601
13567,2.1601,,13567,0.6129,,3.524392234
13568,0.8194,,13568,0.5764,,1.421582235
13569,0.7275,,13569,0.6149,,1.183119206
13570,2.2428,,13570,1.0664,,2.103150788
13571,1.8379,,13571,1.0647,,1.726213957
13572,1.2819,,13572,1.1225,,1.142004454
13573,2.6496,,13573,1.505,,1.760531561
13574,4.2449,,13574,1.3594,,3.12262763
13575,0.827,,13575,0.6258,,1.321508469
13576,0.8406,,13576,0.5966,,1.408984244
13577,1.3115,,13577,0.5335,,2.458294283
13578,3.4333,,13578,1.0746,,3.194956263
13579,2.3662,,13579,1.1856,,1.995782726
13580,3.9367,,13580,1.6869,,2.333689015
13581,1.7345,,13581,0.5608,,3.092902996
13582,0.6127,,13582,0.5628,,1.088663824
13583,2.3876,,13583,1.7928,,1.331771531
13584,1.2685,,13584,0.587,,2.160988075
13585,4.8195,,13585,1.6758,,2.87593985
13586,10.3364,,13586,0.5492,,18.8208303
13587,3.9426,,13587,1.5231,,2.588536537
13588,4.547,,13588,1.0492,,4.333778117
13589,1.9378,,13589,1.0271,,1.88667121
13590,5.4858,,13590,0.59,,9.297966102
13591,1.996,,13591,0.5872,,3.399182561
13592,0.992,,13592,0.6017,,1.648662124
13593,2.2129,,13593,1.2207,,1.812812321
13594,1.9513,,13594,1.3371,,1.45935233
13595,0.6501,,13595,0.5827,,1.11566844
13596,4.1927,,13596,1.0204,,4.108878871
13597,0.8357,,13597,0.5963,,1.401475767
13598,1.8592,,13598,1.3994,,1.328569387
13599,1.4608,,13599,0.5857,,2.494109612
13600,2.0285,,13600,0.5271,,3.84841586
13601,5.6983,,13601,2.1162,,2.692703903
13602,1.6153,,13602,0.5842,,2.764977747
13603,3.0657,,13603,1.6781,,1.826887551
13604,7.5117,,13604,2.0472,,3.669255569
13605,0.6693,,13605,0.56,,1.195178571
13606,1.1752,,13606,0.5642,,2.082949309
13607,4.3631,,13607,1.1791,,3.700364685
13608,0.8892,,13608,0.5154,,1.725261932
13609,4.2419,,13609,1.6954,,2.502005426
13610,0.789,,13610,0.5521,,1.429088933
13611,5.9569,,13611,1.1412,,5.219856292
13612,3.4799,,13612,0.994,,3.500905433
13613,1.369,,13613,0.5592,,2.4481402
13614,0.8972,,13614,0.5714,,1.570178509
13615,5.0606,,13615,1.5313,,3.304773722
13616,1.8994,,13616,1.0913,,1.74049299
13617,2.3613,,13617,1.0635,,2.220310296
13618,3.9762,,13618,1.0418,,3.816663467
13619,1.0467,,13619,0.5757,,1.818134445
13620,0.9851,,13620,0.5609,,1.756284543
